rownames,kids,morekids,boys2,girls2,boy1st,boy2nd,samesex,multi2nd,age,agefstm,black,hispan,worked,weeks,hours,labinc,faminc,nonmomi,educ,agesq
9564,4,1,0,1,0,0,1,0,35,26,0,1,0,0,0,0,41.993942,41.993942,20,1225
9565,4,1,0,0,1,0,0,0,32,16,1,0,0,0,0,0,22.597589,22.597589,10,1024
9566,3,1,0,1,0,0,1,0,23,18,1,0,1,10,40,3.15926,26.26066,23.101391,12,529
9567,2,0,0,0,0,1,0,0,27,20,1,0,1,40,35,19.742722,36.546589,16.803881,16,729
9568,2,0,0,0,1,0,0,0,31,23,1,0,1,52,40,23.731159,64.045784,40.314629,12,961
9569,2,0,0,1,0,0,1,0,34,22,1,0,0,0,0,0,52.836193,52.836193,12,1156
9570,2,0,0,0,0,1,0,0,27,18,1,0,0,0,0,0,43.22197,43.22197,13,729
9571,3,1,0,0,0,1,0,0,30,22,1,0,0,0,0,0,27.299749,27.299749,12,900
9572,2,0,0,0,0,1,0,0,28,20,1,0,0,0,0,0,41.993942,41.993942,12,784
9573,2,0,1,0,1,1,1,0,35,20,0,1,0,0,0,0,25.200581,25.200581,12,1225
9574,2,0,0,0,0,1,0,0,24,15,1,0,0,0,0,0,21.00222,21.00222,11,576
9575,3,1,0,1,0,0,1,0,32,18,0,1,1,1,2,0.32537,42.319309,41.993942,16,1024
9576,2,0,0,0,1,0,0,0,29,17,1,0,1,50,40,10.50636,31.508591,21.00222,12,841
9577,5,1,0,0,1,0,0,0,32,18,1,0,1,52,40,21.00222,39.905281,18.903051,12,1024
9578,3,1,0,0,1,0,0,0,30,21,1,0,0,0,0,0,33.366341,33.366341,12,900
9579,3,1,0,0,0,1,0,0,24,16,1,0,1,52,20,5.80421,6.46545,0.66124,12,576
9580,2,0,0,0,0,1,0,0,34,22,0,1,0,0,0,0,48.29147,48.29147,14,1156
9581,2,0,0,0,0,1,0,0,30,26,1,0,0,0,0,0,51.860058,51.860058,12,900
9582,4,1,0,0,1,0,0,0,33,17,1,0,1,12,40,2.5295,23.531731,21.00222,12,1089
9583,3,1,0,0,1,0,0,0,32,18,1,0,1,52,20,8.40719,27.31023,18.903051,11,1024
9584,2,0,0,0,0,1,0,0,29,25,1,0,0,0,0,0,21.17016,21.17016,12,841
9585,3,1,0,0,1,0,0,0,35,19,0,1,0,0,0,0,32.547668,32.547668,12,1225
9586,2,0,0,0,0,1,0,0,33,22,1,0,1,52,40,13.29826,27.625109,14.32686,14,1089
9587,3,1,1,0,1,1,1,0,27,21,0,1,1,52,40,16.971811,39.432968,22.461161,12,729
9588,2,0,1,0,1,1,1,0,33,22,1,0,1,36,40,23.101391,73.492065,50.390659,17,1089
9589,2,0,1,0,1,1,1,0,35,22,1,0,1,48,8,13.48719,37.34428,23.85709,13,1225
9590,3,1,0,0,1,0,0,0,35,18,1,0,1,52,40,13.65512,29.83975,16.184629,9,1225
9591,2,0,0,1,0,0,1,0,27,20,1,0,1,39,35,13.92802,43.326942,29.39892,12,729
9592,2,0,0,0,0,1,0,0,30,21,1,0,0,0,0,0,10.50636,10.50636,12,900
9593,2,0,0,1,0,0,1,0,25,18,1,0,1,52,40,13.802059,43.305943,29.503881,13,625
9594,3,1,1,0,1,1,1,0,29,19,1,0,0,0,0,0,10.50636,10.50636,14,841
9595,3,1,0,0,1,0,0,0,33,16,1,0,1,50,5,10.086519,26.187189,16.10066,10,1089
9596,4,1,0,1,0,0,1,0,29,20,1,0,1,20,35,2.31959,30.49048,28.17091,12,841
9597,2,0,0,0,1,0,0,0,27,19,0,1,0,0,0,0,21.00222,21.00222,12,729
9598,2,0,1,0,1,1,1,0,30,18,1,0,1,16,30,0.74521,22.964949,22.219749,12,900
9599,3,1,1,0,1,1,1,0,30,18,1,0,1,52,40,13.65512,32.222309,18.56719,10,900
9600,3,1,0,1,0,0,1,0,30,19,1,0,1,52,26,9.036941,48.931717,39.894783,12,900
9601,3,1,0,1,0,0,1,0,32,21,1,0,0,0,0,0,10.50636,10.50636,11,1024
9602,6,1,1,0,1,1,1,0,33,21,1,0,1,25,40,6.30802,32.55817,26.25016,12,1089
9603,2,0,1,0,1,1,1,0,30,22,1,0,1,52,12,4.22983,4.22983,0,12,900
9604,3,1,0,1,0,0,1,0,35,25,1,0,1,52,40,12.89941,37.76413,24.864698,13,1225
9605,2,0,0,0,1,0,0,0,32,20,1,0,1,52,40,18.69313,31.89694,13.2038,13,1024
9606,2,0,1,0,1,1,1,0,32,26,1,0,0,0,0,0,37.375782,37.375782,12,1024
9607,2,0,1,0,1,1,1,0,32,27,1,0,0,0,0,0,35.108662,35.108662,13,1024
9608,2,0,0,0,1,0,0,0,24,19,1,0,1,52,40,11.87082,42.59222,30.72139,12,576
9609,2,0,0,1,0,0,1,0,31,24,0,1,0,0,0,0,22.051811,22.051811,12,961
9610,4,1,1,0,1,1,1,0,32,24,1,0,0,0,0,0,44.187592,44.187592,12,1024
9611,3,1,0,0,0,1,0,0,32,22,1,0,1,30,40,6.93777,32.51619,25.578421,12,1024
9612,5,1,1,0,1,1,1,0,33,18,1,0,1,52,45,15.7543,38.33091,22.576609,8,1089
9613,4,1,1,0,1,1,1,0,29,18,1,0,1,52,40,14.11694,20.17305,6.05611,11,841
9614,4,1,0,1,0,0,1,0,25,15,1,0,0,0,0,0,21.00222,21.00222,9,625
9615,2,0,1,0,1,1,1,0,34,25,1,0,1,21,40,10.96818,59.33313,48.364941,12,1156
9616,3,1,0,0,1,0,0,0,35,19,1,0,1,52,40,15.7543,57.758751,42.00444,16,1225
9617,2,0,1,0,1,1,1,0,34,25,0,1,0,0,0,0,60.057339,60.057339,17,1156
9618,2,0,0,0,0,1,0,0,29,19,1,0,1,52,80,30.4485,89.235809,58.787338,18,841
9619,4,1,1,0,1,1,1,0,31,21,1,0,0,0,0,0,0,0,13,961
9620,4,1,0,1,0,0,1,0,34,18,1,0,1,52,35,20.98123,20.98123,0,12,1156
9621,5,1,1,0,1,1,1,0,30,17,1,0,0,0,0,0,13.94901,13.94901,13,900
9622,3,1,1,0,1,1,1,0,34,17,1,0,1,36,50,9.45677,35.024693,25.567921,12,1156
9623,3,1,0,0,1,0,0,0,23,17,1,0,1,20,40,6.30802,18.913551,12.605531,14,529
9624,3,1,0,1,0,0,1,0,27,16,1,0,1,20,40,6.30802,21.537519,15.2295,12,729
9625,3,1,1,0,1,1,1,0,33,18,1,0,1,48,36,8.40719,35.16116,26.75395,12,1089
9626,2,0,0,0,1,0,0,0,30,21,1,0,1,50,40,10.75826,23.32181,12.56355,12,900
9627,2,0,0,1,0,0,1,0,25,19,1,0,1,52,40,14.91463,30.20709,15.29248,12,625
9628,4,1,1,0,1,1,1,0,33,18,1,0,1,48,40,21.00222,46.202782,25.200581,12,1089
9629,2,0,1,0,1,1,1,0,34,25,0,1,1,52,40,29.39892,67.834747,38.435841,11,1156
9630,3,1,0,0,0,1,0,0,33,28,1,0,1,52,40,7.65148,39.317501,31.666029,17,1089
9631,3,1,1,0,1,1,1,0,34,18,1,0,0,0,0,0,0.22041,0.22041,11,1156
9632,2,0,0,0,1,0,0,0,21,16,0,1,0,0,0,0,9.698179,9.698179,12,441
9633,4,1,1,0,1,1,1,0,31,16,1,0,1,52,25,8.323219,24.654779,16.33156,10,961
9634,2,0,0,0,1,0,0,0,29,22,1,0,1,46,40,12.605531,45.142719,32.537189,12,841
9635,4,1,1,0,1,1,1,0,33,17,1,0,1,30,40,11.76587,33.618252,21.85239,10,1089
9636,3,1,0,0,1,0,0,0,35,19,0,1,1,26,40,9.45677,47.063469,37.606693,12,1225
9637,3,1,1,0,1,1,1,0,28,21,1,0,0,0,0,0,18.903051,18.903051,12,784
9638,4,1,1,0,1,1,1,0,27,17,1,0,0,0,0,0,12.406111,12.406111,6,729
9639,3,1,0,1,0,0,1,0,33,23,1,0,1,50,40,12.1857,24.371391,12.1857,12,1089
9640,3,1,0,0,0,1,0,0,27,17,1,0,1,43,35,8.17628,26.617519,18.441231,14,729
9641,2,0,0,0,1,0,0,0,30,19,1,0,1,52,40,16.803881,65.095337,48.29147,12,900
9642,3,1,0,0,1,0,0,0,31,21,1,0,1,5,30,0.64025,30.039169,29.39892,12,961
9643,2,0,0,0,0,1,0,0,25,19,1,0,1,40,40,12.605531,27.31023,14.7047,13,625
9644,5,1,0,0,0,1,0,0,34,18,1,0,0,0,0,0,25.200581,25.200581,10,1156
9645,4,1,1,0,1,1,1,0,30,19,1,0,0,0,0,0,2.2776,2.2776,12,900
9646,3,1,0,0,1,0,0,0,22,16,1,0,1,20,30,4.46074,27.142311,22.681561,10,484
9647,3,1,0,1,0,0,1,0,26,17,1,0,0,0,0,0,52.489807,52.489807,10,676
9648,2,0,1,0,1,1,1,0,28,19,1,0,0,0,0,0,52.489807,52.489807,14,784
9649,3,1,0,0,1,0,0,0,33,18,1,0,1,52,40,18.903051,50.401161,31.498091,13,1089
9650,2,0,0,1,0,0,1,0,31,23,1,0,0,0,0,0,37.795589,37.795589,14,961
9651,2,0,0,1,0,0,1,0,34,23,1,0,1,52,55,14.05396,29.56686,15.51289,12,1156
9652,3,1,1,0,1,1,1,0,35,21,1,0,0,0,0,0,52.426842,52.426842,12,1225
9653,2,0,0,0,1,0,0,0,29,21,1,0,0,0,0,0,12.605531,12.605531,12,841
9654,2,0,1,0,1,1,1,0,32,24,0,1,1,30,30,5.25843,25.630911,20.372471,12,1024
9655,4,1,1,0,1,1,1,0,30,19,1,0,1,52,35,10.59033,26.470579,15.88024,15,900
9656,4,1,0,0,1,0,0,0,29,16,1,0,1,52,40,18.903051,23.542221,4.63917,12,841
9657,2,0,1,0,1,1,1,0,34,23,0,1,1,24,19,3.11727,32.51619,29.39892,12,1156
9658,4,1,0,0,0,1,0,0,29,19,1,0,1,5,40,5.25843,43.054031,37.795589,12,841
9659,4,1,0,1,0,0,1,0,29,16,1,0,0,0,0,0,27.509661,27.509661,12,841
9660,2,0,0,0,1,0,0,0,35,22,1,0,0,0,0,0,39.894783,39.894783,12,1225
9661,2,0,1,0,1,1,1,0,32,22,0,1,1,36,24,9.45677,156.409378,146.952621,16,1024
9662,6,1,1,0,1,1,1,0,33,18,1,0,0,0,0,0,16.803881,16.803881,9,1089
9663,2,0,0,1,0,0,1,0,23,19,1,0,1,52,40,15.46041,17.71702,2.25661,12,529
9664,2,0,0,0,0,1,0,0,22,18,1,0,1,52,36,0.53529,1.07058,0.53529,12,484
9665,2,0,0,0,1,0,0,0,26,18,1,0,1,52,40,4.92256,8.55413,3.63157,12,676
9666,3,1,1,0,1,1,1,0,32,18,1,0,1,28,5,1.79479,26.995359,25.200581,10,1024
9667,3,1,1,0,1,1,1,0,29,19,1,0,1,52,38,12.605531,42.088409,29.482891,12,841
9668,5,1,0,0,1,0,0,0,30,15,1,0,0,0,0,0,50.390659,50.390659,10,900
9669,2,0,1,0,1,1,1,0,32,23,0,1,0,0,0,0,11.13611,11.13611,12,1024
9670,3,1,0,0,0,1,0,0,32,17,1,0,1,52,40,21.00222,42.00444,21.00222,12,1024
9671,2,0,0,0,1,0,0,0,27,21,1,0,1,52,40,18.903051,48.301968,29.39892,14,729
9672,2,0,0,0,1,0,0,0,30,19,1,0,1,50,35,31.498091,56.698662,25.200581,12,900
9673,2,0,1,0,1,1,1,0,26,22,1,0,1,52,40,18.063381,55.859001,37.795589,13,676
9674,2,0,0,0,1,0,0,0,26,21,0,1,1,38,40,8.40719,25.274052,16.866859,14,676
9675,2,0,0,1,0,0,1,0,31,23,1,0,1,52,38,41.784031,64.885445,23.101391,16,961
9676,2,0,0,0,1,0,0,0,33,27,1,0,1,36,38,0.17843,0.5038,0.32537,13,1089
9677,2,0,1,0,1,1,1,0,25,19,1,0,1,15,20,1.06008,44.208591,43.148499,12,625
9678,3,1,0,1,0,0,1,0,31,22,1,0,1,14,40,11.6819,61.516251,49.834377,14,961
9679,2,0,1,0,1,1,1,0,29,21,1,0,1,40,35,8.40719,28.56975,20.16255,12,841
9680,2,0,1,0,1,1,1,0,34,19,1,0,1,52,38,5.46834,19.385859,13.91752,11,1156
9681,2,0,0,0,0,1,0,0,30,24,1,0,1,11,40,2.55049,18.11586,15.565371,4,900
9682,2,0,0,1,0,0,1,0,21,15,1,0,1,52,40,13.23529,33.355839,20.120581,12,441
9683,2,0,1,0,1,1,1,0,29,20,1,0,1,36,40,18.903051,48.301968,29.39892,16,841
9684,2,0,0,0,1,0,0,0,26,22,1,0,1,16,40,8.82702,31.949409,23.122391,16,676
9685,4,1,0,0,0,1,0,0,24,15,1,0,0,0,0,0,0.43033,0.43033,10,576
9686,5,1,0,0,1,0,0,0,35,17,1,0,1,52,40,21.00222,69.083748,48.081558,13,1225
9687,2,0,0,1,0,0,1,0,34,21,1,0,1,52,40,21.00222,50.53759,29.535358,12,1156
9688,3,1,1,0,1,1,1,0,33,20,1,0,1,33,15,2.73942,66.333885,63.59444,12,1089
9689,2,0,0,0,1,0,0,0,35,21,0,1,0,0,0,0,37.438751,37.438751,12,1225
9690,3,1,0,1,0,0,1,0,29,20,1,0,1,50,40,6.28702,22.79702,16.51,12,841
9691,2,0,1,0,1,1,1,0,31,22,1,0,0,0,0,0,11.55595,11.55595,13,961
9692,3,1,0,0,1,0,0,0,33,17,1,0,0,0,0,0,35.811878,35.811878,13,1089
9693,3,1,0,0,0,1,0,0,26,18,0,1,1,22,60,0.64025,25.840811,25.200581,12,676
9694,3,1,0,0,0,1,0,0,31,19,1,0,0,0,0,0,22.51363,22.51363,10,961
9695,4,1,0,0,0,1,0,0,33,16,1,0,1,50,40,14.7047,15.827769,1.12306,10,1089
9696,2,0,0,0,0,1,0,0,28,20,1,0,0,0,0,0,44.093128,44.093128,12,784
9697,3,1,1,0,1,1,1,0,31,23,1,0,1,52,40,18.903051,46.202782,27.299749,12,961
9698,2,0,0,0,1,0,0,0,31,20,1,0,1,52,40,13.10934,38.30991,25.200581,12,961
9699,2,0,1,0,1,1,1,0,28,21,1,0,0,0,0,0,27.299749,27.299749,13,784
9700,2,0,0,0,1,0,0,0,30,21,1,0,1,52,40,35.675442,72.652382,36.97694,12,900
9701,3,1,0,0,0,1,0,0,30,20,1,0,1,20,40,4.20884,21.01272,16.803881,0,900
9702,4,1,0,0,1,0,0,0,33,16,1,0,1,32,40,13.02537,34.867249,21.84189,12,1089
9703,2,0,0,0,0,1,0,0,28,23,1,0,1,52,35,4.20884,24.959169,20.75033,13,784
9704,3,1,1,0,1,1,1,0,27,20,0,1,1,40,40,8.40719,39.905281,31.498091,11,729
9705,2,0,0,0,1,0,0,0,28,18,1,0,0,0,0,0,31.498091,31.498091,12,784
9706,3,1,1,0,1,1,1,0,29,21,1,0,1,52,35,8.40719,33.60775,25.200581,12,841
9707,4,1,0,1,0,0,1,0,30,22,1,0,0,0,0,0,9.246861,9.246861,12,900
9708,2,0,0,0,1,0,0,0,32,18,1,0,1,52,40,19.11297,157.438004,138.324997,16,1024
9709,4,1,0,1,0,0,1,0,35,25,0,1,0,0,0,0,50.569057,50.569057,16,1225
9710,3,1,0,0,0,1,0,0,34,19,0,1,1,52,36,6.45496,43.22197,36.766998,14,1156
9711,3,1,0,0,1,0,0,0,24,16,1,0,0,0,0,0,16.121651,16.121651,7,576
9712,3,1,0,1,0,0,1,0,29,20,0,1,0,0,0,0,83.97744,83.97744,16,841
9713,2,0,0,0,1,0,0,0,25,19,1,0,0,0,0,0,19.63777,19.63777,10,625
9714,5,1,0,1,0,0,1,0,22,15,1,0,0,0,0,0,36.766998,36.766998,8,484
9715,3,1,0,1,0,0,1,0,35,17,1,0,1,50,40,11.891809,30.79488,18.903051,12,1225
9716,2,0,1,0,1,1,1,0,32,27,1,0,1,52,40,18.903051,50.401161,31.498091,12,1024
9717,3,1,1,0,1,1,1,0,35,23,1,0,1,37,40,20.16255,76.850685,56.68816,16,1225
9718,3,1,0,0,0,1,0,0,32,17,1,0,1,20,12,2.31959,16.33156,14.01198,7,1024
9719,2,0,0,0,1,0,0,0,28,21,1,0,1,35,43,11.55595,53.549911,41.993942,13,784
9720,2,0,1,0,1,1,1,0,34,19,0,1,0,0,0,0,12.626519,12.626519,8,1156
9721,2,0,1,0,1,1,1,0,29,19,1,0,1,36,20,4.62868,29.82925,25.200581,12,841
9722,2,0,0,1,0,0,1,0,29,23,1,0,1,30,40,11.76587,34.625839,22.860001,14,841
9723,3,1,1,0,1,1,1,0,32,27,1,0,1,12,36,0.2624,6.8643,6.6019,12,1024
9724,2,0,0,0,0,1,0,0,24,18,1,0,1,30,40,5.88818,11.9443,6.05611,12,576
9725,3,1,0,0,0,1,0,0,35,26,0,1,0,0,0,0,71.382385,71.382385,14,1225
9726,4,1,1,0,1,1,1,0,35,18,1,0,1,40,40,10.9262,27.31023,16.38405,14,1225
9727,2,0,0,0,0,1,0,0,30,24,1,0,0,0,0,0,27.299749,27.299749,13,900
9728,2,0,0,0,0,1,0,0,34,23,1,0,1,38,40,29.39892,72.253502,42.85463,17,1156
9729,2,0,0,1,0,0,1,0,26,19,0,1,0,0,0,0,18.147341,18.147341,13,676
9730,3,1,0,0,1,0,0,0,30,18,1,0,1,52,40,14.7047,29.40941,14.7047,12,900
9731,4,1,0,0,1,0,0,0,32,21,1,0,1,50,32,19.952641,40.95488,21.00222,12,1024
9732,2,0,0,1,0,0,1,0,31,20,0,1,1,12,40,3.15926,24.17197,21.01272,7,961
9733,4,1,0,1,0,0,1,0,34,18,1,0,1,52,40,19.742722,47.042469,27.299749,12,1156
9734,2,0,0,0,1,0,0,0,31,16,1,0,1,52,40,25.200581,62.796749,37.596191,12,961
9735,2,0,0,0,0,1,0,0,29,24,0,1,1,7,40,1.89975,2.98083,1.08107,12,841
9736,4,1,0,0,0,1,0,0,34,17,1,0,1,25,28,15.922231,33.208912,17.28669,12,1156
9737,2,0,1,0,1,1,1,0,25,19,1,0,1,52,40,25.200581,46.087341,20.88677,12,625
9738,3,1,1,0,1,1,1,0,31,20,1,0,1,12,42,3.78901,56.48875,52.699749,14,961
9739,2,0,0,0,0,1,0,0,34,23,1,0,1,36,40,6.30802,31.508591,25.200581,14,1156
9740,2,0,0,0,0,1,0,0,28,18,1,0,1,50,40,13.42421,13.89652,0.47231,12,784
9741,2,0,0,1,0,0,1,0,33,20,0,1,1,52,40,21.00222,39.905281,18.903051,12,1089
9742,2,0,0,0,0,1,0,0,27,16,1,0,1,52,35,10.50636,31.508591,21.00222,10,729
9743,2,0,0,0,0,1,0,0,34,23,0,1,0,0,0,0,46.19231,46.19231,12,1156
9744,2,0,0,0,0,1,0,0,26,18,1,0,1,36,40,8.40719,42.00444,33.597252,12,676
9745,3,1,0,0,1,0,0,0,27,18,1,0,1,14,17,0.30438,17.10825,16.803881,8,729
9746,2,0,0,1,0,0,1,0,30,21,0,1,1,52,40,20.75033,56.446751,35.696442,12,900
9747,2,0,0,1,0,0,1,0,25,16,1,0,1,52,40,6.30802,23.111891,16.803881,13,625
9748,2,0,0,0,0,1,0,0,31,22,1,0,1,40,40,25.200581,50.401161,25.200581,12,961
9749,5,1,0,0,0,1,0,0,29,20,1,0,1,2,40,0.55628,25.756859,25.200581,9,841
9750,3,1,0,1,0,0,1,0,33,19,1,0,1,52,33,11.13611,34.069557,22.93347,12,1089
9751,4,1,0,1,0,0,1,0,22,15,1,0,0,0,0,0,17.85347,17.85347,9,484
9752,2,0,1,0,1,1,1,0,34,29,0,1,1,52,40,5.48934,13.93851,8.44917,4,1156
9753,3,1,0,0,1,0,0,0,30,22,1,0,0,0,0,0,100.770813,100.770813,15,900
9754,2,0,0,1,0,0,1,0,34,23,0,1,1,52,40,0.68223,27.26825,27.26825,12,1156
9755,4,1,0,0,1,0,0,0,25,18,1,0,0,0,0,0,15.145531,15.145531,10,625
9756,2,0,0,0,0,1,0,0,26,19,1,0,1,52,40,16.593948,35.497002,18.903051,11,676
9757,4,1,0,0,0,1,0,0,27,18,1,0,0,0,0,0,11.9128,11.9128,10,729
9758,2,0,0,0,0,1,0,0,35,28,0,1,1,7,37,1.62686,33.135441,31.508591,13,1225
9759,2,0,0,1,0,0,1,0,33,25,1,0,1,52,37,29.39892,67.194504,37.795589,17,1089
9760,3,1,1,0,1,1,1,0,35,20,1,0,1,52,30,9.45677,23.510731,14.05396,12,1225
9761,2,0,0,1,0,0,1,0,27,18,1,0,1,32,38,10.50636,23.111891,12.605531,12,729
9762,2,0,1,0,1,1,1,0,21,16,1,0,0,0,0,0,21.00222,21.00222,10,441
9763,3,1,0,0,1,0,0,0,24,20,1,0,1,50,40,21.00222,38.85569,17.85347,13,576
9764,2,0,0,0,0,1,0,0,35,22,0,1,1,46,35,25.893301,73.145691,47.25238,18,1225
9765,2,0,0,1,0,0,1,0,31,23,1,0,0,0,0,0,25.200581,25.200581,12,961
9766,2,0,0,0,0,1,0,0,25,21,0,1,1,50,35,7.3576,38.85569,31.498091,9,625
9767,3,1,1,0,1,1,1,0,29,19,1,0,0,0,0,0,12.605531,12.605531,14,841
9768,2,0,0,1,0,0,1,0,31,20,1,0,1,52,40,23.101391,39.905281,16.803881,13,961
9769,3,1,0,1,0,0,1,0,30,19,1,0,1,52,35,3.36917,24.371391,21.00222,12,900
9770,2,0,0,1,0,0,1,0,31,18,1,0,1,52,40,14.07495,14.7152,0.64025,12,961
9771,2,0,1,0,1,1,1,0,23,18,0,1,1,10,40,2.31959,7.57802,5.25843,6,529
9772,4,1,0,0,1,0,0,0,24,15,1,0,1,52,40,15.85925,24.06702,8.207769,12,576
9773,2,0,0,1,0,0,1,0,28,19,1,0,1,52,40,10.716269,27.520161,16.803881,12,784
9774,2,0,0,0,0,1,0,0,31,17,0,1,1,52,40,10.50636,56.698662,46.19231,12,961
9775,3,1,0,1,0,0,1,0,27,18,1,0,1,52,40,18.903051,50.401161,31.498091,12,729
9776,4,1,1,0,1,1,1,0,32,22,1,0,0,0,0,0,8.40719,8.40719,16,1024
9777,4,1,0,0,0,1,0,0,35,20,1,0,1,52,40,14.07495,32.978001,18.903051,9,1225
9778,2,0,0,1,0,0,1,0,28,24,1,0,0,0,0,0,31.498091,31.498091,16,784
9779,3,1,0,0,0,1,0,0,31,17,1,0,1,45,40,14.7047,42.00444,27.299749,13,961
9780,2,0,0,0,0,1,0,0,30,16,0,1,0,0,0,0,28.98958,28.98958,8,900
9781,3,1,0,0,0,1,0,0,33,25,0,1,1,52,35,12.605531,27.31023,14.7047,14,1089
9782,2,0,0,0,0,1,0,0,27,23,0,1,1,52,40,13.02537,32.978001,19.952641,16,729
9783,2,0,0,1,0,0,1,0,23,19,0,1,1,6,40,0.85017,19.753222,18.903051,10,529
9784,2,0,0,0,0,1,0,0,31,22,1,0,1,52,40,16.908831,88.679565,71.770691,11,961
9785,2,0,0,1,0,0,1,0,26,21,1,0,1,44,30,4.20884,33.60775,29.39892,12,676
9786,2,0,0,0,0,1,0,0,34,21,1,0,1,50,38,41.007339,91.408501,50.401161,18,1156
9787,2,0,0,0,0,1,0,0,29,20,1,0,1,52,40,20.60338,53.025089,32.42173,12,841
9788,4,1,0,0,1,0,0,0,29,18,1,0,0,0,0,0,62.985691,62.985691,12,841
9789,2,0,0,0,1,0,0,0,30,18,1,0,0,0,0,0,16.07966,16.07966,11,900
9790,2,0,0,0,0,1,0,0,28,23,1,0,1,50,40,14.7047,37.480721,22.77603,12,784
9791,4,1,0,0,0,1,0,0,33,17,0,1,1,52,31,10.98917,21.075689,10.086519,12,1089
9792,4,1,0,0,0,1,0,0,32,16,1,0,1,40,38,8.40719,46.202782,37.795589,10,1024
9793,2,0,1,0,1,1,1,0,32,21,1,0,1,52,40,11.660911,34.594379,22.93347,12,1024
9794,2,0,0,1,0,0,1,0,32,22,1,0,1,20,40,16.006201,64.087753,48.081558,16,1024
9795,3,1,0,1,0,0,1,0,31,22,0,1,0,0,0,0,14.87264,14.87264,11,961
9796,2,0,1,0,1,1,1,0,25,22,0,1,0,0,0,0,16.803881,16.803881,12,625
9797,5,1,0,0,0,1,0,0,35,24,0,1,0,0,0,0,60.938999,60.938999,16,1225
9798,5,1,1,0,1,1,1,0,35,17,1,0,1,52,40,14.200911,35.885342,21.68445,10,1225
9799,2,0,1,0,1,1,1,0,34,25,1,0,1,52,30,13.4452,55.313217,41.868,15,1156
9800,2,0,0,0,0,1,0,0,29,23,0,1,0,0,0,0,28.349331,28.349331,12,841
9801,2,0,0,0,1,0,0,0,27,17,1,0,1,10,20,1.06008,34.657341,33.597252,12,729
9802,3,1,0,1,0,0,1,0,33,21,0,1,0,0,0,0,10.04454,10.04454,10,1089
9803,3,1,0,1,0,0,1,0,34,19,0,1,0,0,0,0,31.970409,31.970409,12,1156
9804,2,0,1,0,1,1,1,0,34,22,0,1,0,0,0,0,75.360313,75.360313,12,1156
9805,3,1,0,0,0,1,0,0,33,20,0,1,0,0,0,0,50.967911,50.967911,12,1089
9806,2,0,0,0,1,0,0,0,33,27,1,0,0,0,0,0,37.795589,37.795589,6,1089
9807,2,0,0,0,0,1,0,0,33,27,0,1,0,0,0,0,25.200581,25.200581,18,1089
9808,3,1,0,0,1,0,0,0,29,18,1,0,1,24,40,4.20884,16.814381,12.605531,13,841
9809,2,0,0,0,0,1,0,0,31,22,1,0,1,36,40,27.299749,69.293686,41.993942,16,961
9810,6,1,1,0,1,1,1,0,26,15,1,0,1,1,40,0.2624,42.25634,41.993942,12,676
9811,3,1,1,0,1,1,1,0,32,15,1,0,1,52,40,7.65148,26.21867,18.56719,15,1024
9812,3,1,0,0,0,1,0,0,30,21,0,1,0,0,0,0,9.44627,9.44627,12,900
9813,5,1,1,0,1,1,1,1,29,18,1,0,1,40,30,12.605531,37.806091,25.200581,12,841
9814,2,0,0,1,0,0,1,0,28,21,0,1,1,52,40,13.10934,27.814051,14.7047,13,784
9815,4,1,0,0,1,0,0,0,31,16,0,1,0,0,0,0,21.631971,21.631971,8,961
9816,2,0,0,0,0,1,0,0,31,21,1,0,1,40,40,25.200581,63.059158,37.858589,16,961
9817,4,1,1,0,1,1,1,0,31,17,1,0,1,30,40,8.197269,13.4662,5.26892,11,961
9818,3,1,0,0,1,0,0,0,27,19,1,0,0,0,0,0,27.299749,27.299749,12,729
9819,2,0,1,0,1,1,1,0,31,19,1,0,1,50,40,14.34784,31.938919,17.591061,12,961
9820,3,1,0,1,0,0,1,0,31,22,0,1,1,10,15,0.95512,52.405838,51.450718,14,961
9821,2,0,0,0,1,0,0,0,29,22,0,1,1,36,40,17.85347,54.599499,36.746033,13,841
9822,3,1,0,1,0,0,1,0,32,19,0,1,1,30,40,12.605531,30.270081,17.66453,4,1024
9823,2,0,1,0,1,1,1,0,35,18,0,1,1,51,50,21.00222,46.202782,46.202782,8,1225
9824,2,0,0,0,0,1,0,0,33,19,0,1,1,24,26,2.31959,27.803551,25.48395,8,1089
9825,3,1,1,0,1,1,1,0,23,15,1,0,0,0,0,0,18.903051,18.903051,12,529
9826,2,0,1,0,1,1,1,0,33,18,0,1,1,17,40,4.62868,14.66273,10.03405,7,1089
9827,2,0,1,0,1,1,1,0,33,24,0,1,1,20,35,5.88818,36.43116,30.542971,8,1089
9828,3,1,0,1,0,0,1,0,35,18,1,0,1,52,40,25.200581,96.582939,71.382385,12,1225
9829,3,1,0,1,0,0,1,0,28,16,0,1,1,39,40,8.40719,68.684937,60.277748,8,784
9830,3,1,1,0,1,1,1,0,35,23,1,0,1,40,40,12.605531,37.806091,25.200581,12,1225
9831,4,1,0,0,0,1,0,0,27,19,1,0,0,0,0,0,13.49768,13.49768,6,729
9832,2,0,1,0,1,1,1,0,33,20,1,0,0,0,0,0,32.022892,32.022892,12,1089
9833,2,0,1,0,1,1,1,0,31,21,0,1,1,46,12,11.55595,157.438004,145.882004,18,961
